5;9
10;13
15;19
20;23
25;28
30;34
35;39
40;43
45;48
50;52
55;57
60;62
65;67
70;72
75;77
80;82
85;86
90;90
95;96
100;100
105;105
110;115
115;120
120;124
125;130
130;135
135;139
140;144
145;148
150;154
155;158
160;163
165;169
